data,ano,mes_num,mes,dia,coleta,grupo,produto,unidade,preco,mercado,arquivo
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,CHUCHU,Um,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,COCO SECO,Um,7.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,COCO VERDE,Um,5.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,COENTRO,Molho,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,COUVE,Molho,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,COUVE-FLOR,Kg,13.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,FARINHA DE MANDIOCA,Kg,6.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,FEIJAO CARIOQUINHA,Kg,6.5,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,GOIABA VERMELHA,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,INHAME DA COSTA,Kg,15.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,LARANJA PERA,Uma,0.7,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,LIMAO TAITI,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MACA NACIONAL,Kg,12.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MACAXEIRA (AIPIM),Kg,3.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MAMAO FORMOSA,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MAMAO HAWAY,Kg,5.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MANGA TOMMY,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MARACUJA,Kg,9.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MAXIXE,Kg,6.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MELANCIA,Kg,1.5,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MELAO ESPANHOL,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MILHO EM GRAO,Kg,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MILHO VERDE,Espiga,1.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,MORANGO,"Cx 0,3Kg",7.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,PIMENTAO VERDE,Um,1.5,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,QUIABO,Cento,20.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,REPOLHO VERDE,Kg,5.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,TOMATE,Kg,3.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,UVA SEM SEMENTE,Kg,12.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-07,2026,1,Janeiro,7,"01 Jan (5,7)",Origem vegetal,VAGEM,Kg,15.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_5-E-7-JAN-2026-1.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,ACEM C/ OSSO,Kg,25.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,ACEM S/ OSSO,Kg,34.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,ALCATRA,Kg,40.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,CARNE SUINA TRASEIRA,Kg,23.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,CHA DE DENTRO (COXAO MOLE),Kg,40.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,CHA DE FORA (COXAO DURO),Kg,38.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,CONTRA FILE,Kg,40.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,COSTELA,Kg,22.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,FILE MIGNION,Kg,52.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,FRANGO DE GRANJA,Kg,16.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,MANTEIGA,Kg,38.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,MUSCULO,Kg,27.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,OVO BRANCO GRANDE,Dz,8.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,OVO VERMELHO GRANDE,Dz,9.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,PALETA C/ OSSO,Kg,24.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,PATINHO,Kg,37.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,PEITO C/ OSSO,Kg,22.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem animal,QUEIJO COALHO,Kg,28.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,ABACAXI GRANDE,Um,6.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,ABOBORA,Kg,5.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,ABOBRINHA,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,ACEROLA,Kg,10.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,ALFACE,Pe,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,ALHO,Cab.,2.5,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,AMENDOIM C/CASCA COZIDO,Lata,10.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,ARROZ AGULHA T 1,Kg,6.5,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,BANANA PRATA,Dz,5.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,BATATA DOCE,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,BATATA LISA,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,BETERRABA,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,CAJU,Um,1.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,CEBOLA BRANCA,Kg,3.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,CEBOLA ROXA,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,CEBOLINHA,Molho,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,CENOURA,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,CHUCHU,Um,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,COCO SECO,Um,7.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,COCO VERDE,Um,5.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,COENTRO,Molho,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,COUVE,Molho,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,COUVE-FLOR,Kg,13.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,FARINHA DE MANDIOCA,Kg,6.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,FEIJAO CARIOQUINHA,Kg,6.5,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,GOIABA VERMELHA,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,INHAME DA COSTA,Kg,15.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,LARANJA PERA,Uma,0.7,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,LIMAO TAITI,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MACA NACIONAL,Kg,12.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MACAXEIRA (AIPIM),Kg,3.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MAMAO FORMOSA,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MAMAO HAWAY,Kg,5.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MANGA TOMMY,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MARACUJA,Kg,9.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MAXIXE,Kg,6.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MELANCIA,Kg,1.5,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MELAO ESPANHOL,Kg,4.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MILHO EM GRAO,Kg,2.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MILHO VERDE,Espiga,1.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,MORANGO,"Cx 0,3Kg",6.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,PIMENTAO VERDE,Um,1.5,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,QUIABO,Cento,20.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,REPOLHO VERDE,Kg,5.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,TOMATE,Kg,3.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,UVA SEM SEMENTE,Kg,10.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-12,2026,1,Janeiro,12,"01 Jan (12,14)",Origem vegetal,VAGEM,Kg,15.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-14,2026,1,Janeiro,14,"01 Jan (12,14)",Origem animal,ACEM C/ OSSO,Kg,25.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-14,2026,1,Janeiro,14,"01 Jan (12,14)",Origem animal,ACEM S/ OSSO,Kg,34.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-14,2026,1,Janeiro,14,"01 Jan (12,14)",Origem animal,ALCATRA,Kg,40.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
2026-01-14,2026,1,Janeiro,14,"01 Jan (12,14)",Origem animal,CARNE SUINA TRASEIRA,Kg,23.0,Mercado Maria Virginia Leite Franco,PRECOS-DE-VAREJO_MERCADO-CENTRAL-DE-ARACAJU_SEMANAL_12-E-14-JAN-2026-2.pdf
